County,Town/Village/City,Test Location in Home,# of Homes Tested,Average Radon (pCi/L),GEO Mean,GEO S.D.,Highest (pCi/L),< 4.0 pCi/L,>=4 and < 20pCi/L,>=20pCi/L
SULLIVAN,TUSTEN,Basement,5,2.18,1.91,1.76,4.2,4,1,0
TIOGA,BARTON,Basement,105,13.01,8.52,2.76,59,21,65,19
TIOGA,BARTON,1st Floor,98,3.86,2.33,3.27,13.9,61,37,0
TIOGA,BERKSHIRE,Basement,45,10.55,6.43,2.78,58.4,17,24,4
TIOGA,BERKSHIRE,1st Floor,24,2.43,1.41,3.24,8.5,18,6,0
TIOGA,CANDOR,Basement,80,21.57,9.3,4.17,303.5,18,38,24
TIOGA,CANDOR,1st Floor,41,9.51,4.17,4.39,51.1,20,13,8
TIOGA,NEWARK VALLEY,Basement,89,18.36,8.14,3.76,236.8,23,47,19
TIOGA,NEWARK VALLEY,1st Floor,40,9.14,3.61,4.66,67.5,20,16,4
TIOGA,NICHOLS,Basement,37,12.98,7.12,3.44,74.9,9,20,8
TIOGA,NICHOLS,1st Floor,20,9.28,5.44,3.67,30.9,5,12,3
TIOGA,OWEGO,Basement,590,7.75,3.6,3.5,154.2,321,220,49
TIOGA,OWEGO,1st Floor,233,3.13,1.26,3.93,33.9,184,43,6
TIOGA,RICHFORD,Basement,13,11.08,4.99,3.91,50.3,4,7,2
TIOGA,RICHFORD,1st Floor,15,5.01,3.31,2.78,13.9,8,7,0
TIOGA,SPENCER,Basement,52,12.65,5.76,4.23,95.5,19,21,12
TIOGA,SPENCER,1st Floor,29,4.26,1.88,3.94,24.4,18,10,1
TIOGA,TIOGA,Basement,27,10.16,4.69,3.85,59.5,12,12,3
TIOGA,TIOGA,1st Floor,9,1.32,1.06,2.09,3.2,9,0,0
TOMPKINS,CAROLINE,Basement,81,7.96,3.92,3.45,97.2,40,32,9
TOMPKINS,CAROLINE,1st Floor,41,3.51,2.14,3,15.9,29,12,0
TOMPKINS,DANBY,Basement,30,4.11,2.21,3.74,21.1,19,10,1
TOMPKINS,DANBY,1st Floor,18,2.59,1.45,3.44,11.8,15,3,0
TOMPKINS,DRYDEN,Basement,262,6.36,3.35,3.15,82.6,148,100,14
TOMPKINS,DRYDEN,1st Floor,139,3.17,1.34,3.4,56.1,117,18,4
TOMPKINS,ENFIELD,Basement,24,5.04,3.2,2.64,15.6,16,8,0
TOMPKINS,ENFIELD,1st Floor,7,7.4,1.64,5.75,39.1,5,1,1
TOMPKINS,GROTON,Basement,120,4.87,2.74,3.12,54,74,42,4
TOMPKINS,GROTON,1st Floor,79,2.29,1.24,3.2,20.7,66,12,1
TOMPKINS,ITHACA,Basement,"1,159",4.75,2.7,2.91,206.8,737,391,31
TOMPKINS,ITHACA,1st Floor,555,1.82,1.04,3.05,16.3,494,61,0
TOMPKINS,LANSING,Basement,110,3.64,2.48,2.67,14.9,76,34,0
TOMPKINS,LANSING,1st Floor,44,1.86,1.16,2.72,10.7,39,5,0
TOMPKINS,NEWFIELD,Basement,99,6.49,4.13,2.59,71.2,46,50,3
TOMPKINS,NEWFIELD,1st Floor,61,3.24,1.47,3.72,31.8,48,12,1
TOMPKINS,ULYSSES,Basement,126,3.88,2.6,2.6,27.3,85,39,2
TOMPKINS,ULYSSES,1st Floor,44,2.7,1.41,3.55,15.7,35,9,0
ULSTER,DENNING,Basement,6,13.02,6.92,3.49,45.4,2,3,1
ULSTER,DENNING,1st Floor,4,3.13,2.26,2.36,8,3,1,0
ULSTER,ESOPUS,Basement,54,3.46,2.41,2.39,15.6,41,13,0
ULSTER,ESOPUS,1st Floor,12,2.19,1.03,3.93,8.3,9,3,0
ULSTER,GARDINER,Basement,52,4.13,2.7,2.41,24.6,36,14,2
ULSTER,GARDINER,1st Floor,14,2.73,1.72,2.47,10.7,12,2,0
ULSTER,HARDENBURGH,Basement,3,3.33,2.22,2.92,7.6,2,1,0
ULSTER,HARDENBURGH,1st Floor,2,0.75,0.51,3.76,1.3,2,0,0
ULSTER,HURLEY,Basement,82,5.13,3.46,2.43,30.2,43,37,2
ULSTER,HURLEY,1st Floor,42,2.54,1.48,3.29,11,33,9,0
ULSTER,KINGSTON,Basement,245,3.99,2.77,2.45,21.6,161,83,1
ULSTER,KINGSTON,1st Floor,102,1.46,0.89,2.83,8.4,95,7,0
ULSTER,LLOYD,Basement,105,5.73,3.43,2.96,38.1,57,43,5
ULSTER,LLOYD,1st Floor,34,2.86,1.45,3.04,18.9,28,6,0
ULSTER,MARBLETOWN,Basement,70,6.02,3.3,2.8,99.5,39,29,2
ULSTER,MARBLETOWN,1st Floor,31,4.94,1.26,3.16,109.5,29,1,1
ULSTER,MARLBOROUGH,Basement,50,5.51,3.91,2.58,17.1,21,29,0
ULSTER,MARLBOROUGH,1st Floor,20,2.79,1.61,2.8,15.2,17,3,0
ULSTER,NEW PALTZ,Basement,139,4.07,2.62,2.6,44.3,94,43,2
ULSTER,NEW PALTZ,1st Floor,76,1.9,0.95,3.26,16.2,66,10,0
ULSTER,OLIVE,Basement,51,4.95,3.34,2.52,27.6,31,18,2
ULSTER,OLIVE,1st Floor,29,1.89,1.22,2.56,12.7,28,1,0
ULSTER,PLATTEKILL,Basement,29,3.23,2.15,2.78,14,23,6,0
ULSTER,PLATTEKILL,1st Floor,6,1,0.66,3.12,2.3,6,0,0
ULSTER,ROCHESTER,Basement,44,4.65,2.82,2.63,25.7,30,12,2
ULSTER,ROCHESTER,1st Floor,16,1.18,0.81,2.7,3,16,0,0
ULSTER,ROSENDALE,Basement,44,2.86,2.11,2.33,10.3,35,9,0
ULSTER,ROSENDALE,1st Floor,24,1.1,0.82,2.3,4.7,23,1,0
ULSTER,SAUGERTIES,Basement,183,7.55,2.65,3.38,175.7,134,37,12
ULSTER,SAUGERTIES,1st Floor,105,3.34,1.3,3.82,54.2,84,18,3
ULSTER,SHANDAKEN,Basement,14,6.61,3.72,3.15,24.2,8,4,2
ULSTER,SHANDAKEN,1st Floor,11,3.67,1.84,3.02,22.1,9,1,1
ULSTER,SHAWANGUNK,Basement,87,7.55,3.89,3.13,56.1,46,33,8
ULSTER,SHAWANGUNK,1st Floor,35,2.7,1.75,2.61,14.9,31,4,0
ULSTER,ULSTER,Basement,55,3.42,2.5,2.39,11.4,38,17,0
ULSTER,ULSTER,1st Floor,19,2.17,1.22,3.35,7,14,5,0
ULSTER,WAWARSING,Basement,51,5.47,2.86,3.58,31.2,29,19,3
ULSTER,WAWARSING,1st Floor,28,1.43,0.89,2.85,7.1,27,1,0
ULSTER,WOODSTOCK,Basement,108,5.05,2.66,2.9,114.3,68,36,4
ULSTER,WOODSTOCK,1st Floor,74,1.93,1.04,3.14,16.3,65,9,0
WARREN,BOLTON,Basement,4,5.3,4.61,1.82,10.2,1,3,0
WARREN,BOLTON,1st Floor,3,0.6,0.56,1.52,0.9,3,0,0
WARREN,CHESTER,Basement,18,7.45,1.76,4.02,90.1,16,0,2
WARREN,CHESTER,1st Floor,9,5.86,1.31,4.36,44.8,8,0,1
WARREN,GLENS FALLS,Basement,99,3.43,1.45,2.93,86.3,85,11,3
WARREN,GLENS FALLS,1st Floor,27,1.6,0.83,2.82,10.9,25,2,0
WARREN,HAGUE,Basement,1,1.2,1.2,1,1.2,1,0,0
WARREN,HAGUE,1st Floor,1,0.1,0.1,1,0.1,1,0,0
WARREN,HORICON,Basement,3,1.8,1.12,3.61,3.9,3,0,0
WARREN,HORICON,1st Floor,3,0.9,0.54,4.41,1.6,3,0,0
WARREN,JOHNSBURG,Basement,14,1.86,1.36,2.65,4.5,13,1,0
WARREN,JOHNSBURG,1st Floor,2,0.35,0.24,3.55,0.6,2,0,0
WARREN,LAKE GEORGE,Basement,32,3.56,1.75,3.31,41.8,26,5,1
WARREN,LAKE GEORGE,1st Floor,13,5.05,1.63,5.69,20.5,9,2,2
WARREN,LAKE LUZERNE,Basement,12,3.82,2.71,2.46,8.9,8,4,0
WARREN,LAKE LUZERNE,1st Floor,5,2.04,1.5,2.45,4.9,4,1,0
WARREN,QUEENSBURY,Basement,110,2.78,1.91,2.49,13.4,88,22,0
WARREN,QUEENSBURY,1st Floor,19,1.33,0.67,3.28,9,18,1,0
WARREN,STONY CREEK,Basement,1,3.3,3.3,1,3.3,1,0,0
WARREN,THURMAN,Basement,2,0.7,0.49,3.55,1.2,2,0,0
WARREN,THURMAN,1st Floor,2,1.6,1.25,2.82,2.6,2,0,0
WARREN,WARRENSBURG,Basement,10,2.06,1.26,2.64,10.1,9,1,0
WARREN,WARRENSBURG,1st Floor,5,1.5,0.87,3.16,4.4,4,1,0
WASHINGTON,ARGYLE,Basement,36,5.06,2.49,3.58,29.5,21,13,2
WASHINGTON,ARGYLE,1st Floor,29,1.64,0.83,3.58,8.9,26,3,0
WASHINGTON,CAMBRIDGE,Basement,73,9.85,5.28,3.54,60.4,26,37,10
WASHINGTON,CAMBRIDGE,1st Floor,50,3.26,1.56,3.79,24.4,37,12,1
WASHINGTON,DRESDEN,Basement,2,4.55,3.28,3.34,7.7,1,1,0
WASHINGTON,DRESDEN,1st Floor,1,1.2,1.2,1,1.2,1,0,0
WASHINGTON,EASTON,Basement,27,6.76,3.95,2.97,31.8,14,12,1
WASHINGTON,EASTON,1st Floor,6,4.68,1.03,7.46,16.4,4,2,0
WASHINGTON,FORT ANN,Basement,29,2.68,1.86,2.3,18,24,5,0
WASHINGTON,FORT ANN,1st Floor,14,1.98,0.97,3.44,11,12,2,0
WASHINGTON,FORT EDWARD,Basement,47,3.35,2.39,2.23,19.2,37,10,0
WASHINGTON,FORT EDWARD,1st Floor,33,1.97,0.67,3.91,25.1,30,2,1
WASHINGTON,GRANVILLE,Basement,70,6.81,4.3,2.89,44.5,30,38,2
WASHINGTON,GRANVILLE,1st Floor,49,1.95,1.38,2.48,6.7,45,4,0
WASHINGTON,GREENWICH,Basement,101,8.36,4.11,3.48,121.9,50,41,10
WASHINGTON,GREENWICH,1st Floor,53,4.45,1.94,4.34,35.8,33,18,2
WASHINGTON,HAMPTON,Basement,7,7.23,3.43,3.9,25.8,4,2,1
WASHINGTON,HAMPTON,1st Floor,11,1.34,0.66,3.86,3.7,11,0,0
WASHINGTON,HARTFORD,Basement,8,2.49,1.99,2.09,5.1,6,2,0
WASHINGTON,HARTFORD,1st Floor,4,1.83,0.57,7.66,5.1,3,1,0
WASHINGTON,HEBRON,Basement,7,3.16,1.67,4.32,10.2,5,2,0
WASHINGTON,HEBRON,1st Floor,2,1.55,1.48,1.53,2,2,0,0
WASHINGTON,JACKSON,Basement,14,9.74,6.64,2.86,31.3,3,10,1
WASHINGTON,JACKSON,1st Floor,11,5.18,3.09,3.6,12.6,6,5,0
WASHINGTON,KINGSBURY,Basement,86,2.82,1.67,2.57,31.1,76,9,1
WASHINGTON,KINGSBURY,1st Floor,42,1.43,0.65,3.46,10.4,38,4,0
WASHINGTON,PUTNAM,Basement,9,1.27,0.94,2.7,2.5,9,0,0
WASHINGTON,PUTNAM,1st Floor,6,0.85,0.73,1.87,1.5,6,0,0
WASHINGTON,SALEM,Basement,61,9.61,5.3,2.92,73.6,22,32,7
WASHINGTON,SALEM,1st Floor,48,4.53,1.94,3.32,58,38,8,2
WASHINGTON,WHITE CREEK,Basement,6,3.53,2.99,1.83,8.2,5,1,0
WASHINGTON,WHITE CREEK,1st Floor,6,1.23,0.85,2.3,4.2,5,1,0
WASHINGTON,WHITEHALL,Basement,15,5.27,2.27,4.11,27.3,9,5,1
WASHINGTON,WHITEHALL,1st Floor,15,0.57,0.43,2.35,1.7,15,0,0
WAYNE,ARCADIA,Basement,113,4.58,2.92,2.61,30.5,75,35,3
WAYNE,ARCADIA,1st Floor,40,2.2,1.27,2.99,10.5,33,7,0
WAYNE,BUTLER,Basement,3,1.5,1.31,1.98,2.1,3,0,0
WAYNE,BUTLER,1st Floor,3,1.13,1.11,1.31,1.5,3,0,0
WAYNE,GALEN,Basement,12,3.18,2.85,1.69,5.6,9,3,0
WAYNE,GALEN,1st Floor,10,0.8,0.57,2.45,2.3,10,0,0
WAYNE,HURON,Basement,1,2.6,2.6,1,2.6,1,0,0
WAYNE,LYONS,Basement,72,7.1,3.8,3.02,63.6,42,25,5
WAYNE,LYONS,1st Floor,23,2.84,1.31,3.75,16,19,4,0
WAYNE,MACEDON,Basement,104,5.83,2.74,3.26,44.6,73,22,9
WAYNE,MACEDON,1st Floor,49,2.97,1.49,2.84,21.3,42,6,1
WAYNE,MARION,Basement,35,4.54,2.64,2.87,29.9,24,10,1
WAYNE,MARION,1st Floor,156,1.33,0.87,2.8,12.6,153,3,0
WAYNE,NEWARK,Basement,4,2.6,2.39,1.62,3.8,4,0,0
WAYNE,NEWARK,1st Floor,31,0.68,0.48,2.19,3.4,31,0,0
WAYNE,ONTARIO,Basement,76,2.45,1.81,2.07,20.4,65,10,1
WAYNE,ONTARIO,1st Floor,28,1,0.73,2.24,3.6,28,0,0
WAYNE,PALMYRA,Basement,80,5.2,3.14,2.73,38.7,50,27,3
WAYNE,PALMYRA,1st Floor,24,2.74,1.97,2.26,11.1,19,5,0
WAYNE,ROSE,Basement,15,6.53,3.6,2.87,35.3,10,4,1
WAYNE,ROSE,1st Floor,12,1.96,1.05,3.87,7,10,2,0
WAYNE,SAVANNAH,Basement,2,1.3,1.28,1.25,1.5,2,0,0
WAYNE,SAVANNAH,1st Floor,2,0.3,0.28,1.63,0.4,2,0,0
WAYNE,SODUS,Basement,20,2.26,1.6,2.16,12.4,18,2,0
WAYNE,SODUS,1st Floor,23,2.04,0.72,4.2,14.6,20,3,0
WAYNE,WALWORTH,Basement,36,3.48,1.85,2.97,29.7,29,6,1
WAYNE,WALWORTH,1st Floor,261,0.38,0.19,2.81,4.9,260,1,0
WAYNE,WILLIAMSON,Basement,43,2.75,1.47,2.94,21.3,37,5,1
WAYNE,WILLIAMSON,1st Floor,14,1.9,0.92,3.42,7.2,11,3,0
WAYNE,WOLCOTT,Basement,12,2.32,1.42,2.62,8.5,10,2,0
WAYNE,WOLCOTT,1st Floor,6,1.2,0.89,2.26,3.4,6,0,0
WESTCHESTER,BEDFORD,Basement,118,2.44,1.66,2.64,21.7,102,15,1
WESTCHESTER,BEDFORD,1st Floor,37,1.24,0.79,2.72,9.3,36,1,0
WESTCHESTER,CORTLANDT,Basement,190,4.9,2.16,3.07,95.4,149,31,10
WESTCHESTER,CORTLANDT,1st Floor,56,1.95,1.2,2.74,10.7,48,8,0
WESTCHESTER,EASTCHESTER,Basement,87,2.77,1.71,2.77,41.9,73,13,1
WESTCHESTER,EASTCHESTER,1st Floor,20,0.97,0.68,2.57,2.7,20,0,0
WESTCHESTER,GREENBURGH,Basement,240,2.23,1.47,2.46,21.8,217,21,2
WESTCHESTER,GREENBURGH,1st Floor,85,0.88,0.59,2.45,6.4,83,2,0
WESTCHESTER,HARRISON,Basement,72,3.32,2.09,2.64,42.3,56,15,1
WESTCHESTER,HARRISON,1st Floor,21,1.4,1.12,2.18,3.2,21,0,0
WESTCHESTER,LEWISBORO,Basement,82,3.9,2.58,2.65,19.2,53,29,0
WESTCHESTER,LEWISBORO,1st Floor,39,2.26,1.46,2.84,8.5,32,7,0
WESTCHESTER,MAMARONECK,Basement,129,3.91,2.39,2.72,35.9,89,38,2
WESTCHESTER,MAMARONECK,1st Floor,30,1.87,1.2,2.58,14.3,29,1,0
WESTCHESTER,MT. KISCO,Basement,42,2.25,1.69,2.18,9.3,36,6,0
WESTCHESTER,MT. KISCO,1st Floor,13,1.38,1.17,1.98,2.6,13,0,0
WESTCHESTER,MT. PLEASANT,Basement,191,2.22,1.51,2.59,17.1,167,24,0
WESTCHESTER,MT. PLEASANT,1st Floor,41,1.14,0.84,2.35,4.4,39,2,0
WESTCHESTER,MT. VERNON,Basement,59,2.87,1.74,2.95,32,49,9,1
WESTCHESTER,MT. VERNON,1st Floor,42,0.6,0.41,2.44,2.3,42,0,0
WESTCHESTER,NEW CASTLE,Basement,141,2.24,1.45,2.57,31.7,125,15,1
WESTCHESTER,NEW CASTLE,1st Floor,31,1.12,0.72,2.75,3,31,0,0
WESTCHESTER,NEW ROCHELLE,Basement,138,1.9,1.29,2.59,13.8,126,12,0
WESTCHESTER,NEW ROCHELLE,1st Floor,19,0.83,0.54,2.81,2.9,19,0,0
WESTCHESTER,NO. CASTLE,Basement,75,3.76,2.27,2.74,36.1,55,19,1
WESTCHESTER,NO. CASTLE,1st Floor,15,2.33,1.17,3.49,9.8,12,3,0
WESTCHESTER,NO. SALEM,Basement,59,3.67,2.49,2.56,25.7,40,18,1
WESTCHESTER,NO. SALEM,1st Floor,13,1.5,1.17,2.2,4,12,1,0
WESTCHESTER,OSSINING,Basement,69,2.06,1.38,2.56,10.9,62,7,0
WESTCHESTER,OSSINING,1st Floor,34,0.71,0.52,2.25,2.9,34,0,0
WESTCHESTER,PEEKSKILL,Basement,48,3.66,2.36,2.55,19.9,38,10,0
WESTCHESTER,PEEKSKILL,1st Floor,18,1.7,1.15,2.51,5.9,16,2,0
WESTCHESTER,PELHAM,Basement,26,2.5,1.91,2.13,9.1,22,4,0
WESTCHESTER,PELHAM,1st Floor,5,0.74,0.39,3.64,2,5,0,0
WESTCHESTER,POUND RIDGE,Basement,38,3.63,2.4,2.49,18.5,28,10,0
WESTCHESTER,POUND RIDGE,1st Floor,26,1.73,1.15,2.77,7,24,2,0
WESTCHESTER,RYE,Basement,107,2.31,1.69,2.34,9.5,89,18,0
WESTCHESTER,RYE,1st Floor,26,0.87,0.72,1.92,2,26,0,0
WESTCHESTER,SCARSDALE,Basement,158,2.27,1.57,2.32,22.4,140,17,1
WESTCHESTER,SCARSDALE,1st Floor,23,1.18,0.84,2.47,3.3,23,0,0
WESTCHESTER,SOMERS,Basement,77,3.81,2.76,2.3,21.3,52,24,1
WESTCHESTER,SOMERS,1st Floor,30,2.58,1.34,3.2,13,24,6,0
WESTCHESTER,WHITE PLAINS,Basement,146,2.87,1.53,2.64,65.2,130,13,3
WESTCHESTER,WHITE PLAINS,1st Floor,40,3.7,0.93,3.66,77.7,36,2,2
WESTCHESTER,YONKERS,Basement,165,2.2,1.36,2.77,16,142,23,0
WESTCHESTER,YONKERS,1st Floor,45,0.72,0.47,2.73,2.8,45,0,0
WESTCHESTER,YORKTOWN,Basement,193,2.72,1.74,2.58,27.2,153,39,1
WESTCHESTER,YORKTOWN,1st Floor,63,1.36,0.86,2.48,16.7,61,2,0
WYOMING,ARCADE,Basement,94,17.08,8.87,3.43,226.2,22,47,25
WYOMING,ARCADE,1st Floor,35,4.16,2.08,4.3,16.1,21,14,0
WYOMING,ATTICA,Basement,53,3.95,2.42,3.16,19.4,34,19,0
WYOMING,ATTICA,1st Floor,26,2.72,0.89,3.72,38.5,24,1,1
WYOMING,BENNINGTON,Basement,24,3.93,2.68,2.54,14.6,15,9,0
WYOMING,BENNINGTON,1st Floor,9,6.17,2.98,3.7,21.3,5,3,1
WYOMING,CASTILE,Basement,39,3.47,2.36,2.89,9.2,27,12,0
WYOMING,CASTILE,1st Floor,12,2.45,1.14,4.41,7.5,9,3,0
WYOMING,COVINGTON,Basement,10,9.25,3.98,3.41,55.7,6,3,1
WYOMING,COVINGTON,1st Floor,2,0.55,0.55,1.14,0.6,2,0,0
WYOMING,EAGLE,Basement,16,10.14,5.22,3.36,51.6,8,6,2
WYOMING,EAGLE,1st Floor,11,5.85,2.14,4.06,41.6,9,1,1
WYOMING,GAINESVILLE,Basement,52,10.59,4.99,3.42,94.3,23,23,6
WYOMING,GAINESVILLE,1st Floor,27,3.55,1.51,4.04,21.2,21,5,1
WYOMING,GENESEE FALLS,Basement,9,2.4,2,1.94,4.3,7,2,0
WYOMING,GENESEE FALLS,1st Floor,4,7.53,3.94,5.07,17.7,1,3,0
WYOMING,JAVA,Basement,22,13.72,3.85,5.12,137.4,12,6,4
WYOMING,JAVA,1st Floor,11,1.31,0.75,3.28,4.2,10,1,0
WYOMING,MIDDLEBURY,Basement,29,10.77,5.15,3.69,72,13,11,5
WYOMING,MIDDLEBURY,1st Floor,12,2.25,1.15,3.28,13,11,1,0
WYOMING,ORANGEVILLE,Basement,6,2.65,1.54,4.3,6.8,5,1,0
WYOMING,ORANGEVILLE,1st Floor,1,10.9,10.9,1,10.9,0,1,0
WYOMING,PERRY,Basement,33,4.32,3.03,2.77,12.9,20,13,0
WYOMING,PERRY,1st Floor,28,1.19,0.89,2.13,6.8,27,1,0
WYOMING,PIKE,Basement,13,9.5,5.19,4.42,22,4,8,1
WYOMING,PIKE,1st Floor,8,6.31,3.16,2.96,31.3,6,1,1
WYOMING,SHELDON,Basement,39,8.43,3.3,4.32,75.1,21,15,3
WYOMING,SHELDON,1st Floor,6,0.82,0.5,3.21,2,6,0,0
WYOMING,WARSAW,Basement,115,10.5,5.12,3.3,178.3,48,51,16
WYOMING,WARSAW,1st Floor,46,3.5,1.54,3.59,25.2,36,9,1
WYOMING,WETHERSFIELD,Basement,3,2.07,1.59,2.37,4.2,2,1,0
WYOMING,WETHERSFIELD,1st Floor,2,0.85,0.77,1.86,1.2,2,0,0
YATES,BARRINGTON,Basement,5,9.4,3.81,4.1,36.1,3,1,1
YATES,BARRINGTON,1st Floor,2,3,2.14,3.41,5.1,1,1,0
YATES,BENTON,Basement,89,3.9,2.42,2.83,20.8,62,25,2
YATES,BENTON,1st Floor,41,1.54,1.1,2.36,6,39,2,0
YATES,ITALY,Basement,8,5.06,4.23,1.98,10.1,3,5,0
YATES,ITALY,1st Floor,2,0.75,0.71,1.63,1,2,0,0
YATES,JERUSALEM,Basement,16,4.48,3.05,2.43,18.1,11,5,0
YATES,JERUSALEM,1st Floor,14,3.61,2.78,2.01,14,10,4,0
YATES,MIDDLESEX,Basement,8,4.89,3.6,2.41,11.3,4,4,0
YATES,MIDDLESEX,1st Floor,9,3.08,2.41,2.06,9.4,7,2,0
YATES,MILO,Basement,45,4.82,2.57,3.13,40.7,31,12,2
YATES,MILO,1st Floor,48,2.24,1.09,3.16,16.8,41,7,0
YATES,POTTER,Basement,9,3.51,2.4,2.73,9.8,5,4,0
YATES,POTTER,1st Floor,5,1.2,1.1,1.63,1.7,5,0,0
YATES,STARKEY,Basement,60,8.63,5.34,2.54,69,23,30,7
YATES,STARKEY,1st Floor,47,4.06,1.99,3.71,29.8,34,12,1
YATES,TORREY,Basement,12,7.22,4.71,2.76,18.6,5,7,0
YATES,TORREY,1st Floor,8,2.98,2.38,2.03,7.9,7,1,0
